"PERMIT NUMBER","OWNER NAME","OPERATING NAME","STREET","CITY","STATE","ZIP","ZIP4","COUNTY"
"CA-W-16422","MASUT WINE COMPANY LLC","MASUT WINE COMPANY","301 REEVES CANYON RD","REDWOOD VALLEY","CA",95470,9475,"MENDOCINO"
"CA-W-16186","CEAGO VINEGARDEN, INC.","CEAGO VINEGARDEN","1160 BEL ARBRES DR","REDWOOD VALLEY","CA",95470,9695,"MENDOCINO"
"CA-W-2508","CHARLES L. BARRA & MARTHA E. BARRA","BARRA OF MENDOCINO","10801 EAST RD","REDWOOD VALLEY","CA",95470,6105,"MENDOCINO"
"CA-W-963","FREY VINEYARDS, LTD."," ","14000 TOMKI RD","REDWOOD VALLEY","CA",95470,6135,"MENDOCINO"
"CA-W-1968","LOLONIS WINERY","LOLONIS WINE CELLARS","1900-1905 ROAD D","REDWOOD VALLEY","CA",95470,0,"MENDOCINO"
"CA-W-2026","YORKVILLE CELLARS"," ","1170 BEL ARBRES DR","REDWOOD VALLEY","CA",95470,9695,"MENDOCINO"
"CA-W-1645","GREGORY EDWARD GRAZIANO","DOMAINE ST. GREGORY","1170 BEL ARBRES DR","REDWOOD VALLEY","CA",95470,9695,"MENDOCINO"
"CA-W-3353","TOMKI VINEYARDS, LLC","TOMKI VINEYARDS","13501 TOMKI RD","REDWOOD VALLEY","CA",95470,6133,"MENDOCINO"
"CA-W-3155","ANDERSON/MALLOY WINERY"," ","1482 INEZ WAY","REDWOOD VALLEY","CA",95470,6185,"MENDOCINO"
"CA-WS-15036","THE JOHNSON COMPANY","SILVERSMITH VINEYARDS","8121 VINEYARD OAKS DR","REDWOOD VALLEY","CA",95470,9423,"MENDOCINO"
"CA-W-2274","FIFE VINEYARDS, LLC","FIFE VINEYARDS","3621 RICETTI LN","REDWOOD VALLEY","CA",95470,9593,"MENDOCINO"
"CA-W-17464","WESTFORK CELLARS LLC","WESTFORK CELLARS","10250 EAST RD","REDWOOD VALLEY","CA",95470,6101,"MENDOCINO"
"CA-W-2193","REDWOOD VALLEY CELLARS, L.P.","REDWOOD VALLEY CELLARS","7051 N STATE ST","REDWOOD VALLEY","CA",95470,9629,"MENDOCINO"
"CA-W-15615","JOSE AND JOSIE CASTANON","CASTANON WINES","2600 ROAD E","REDWOOD VALLEY","CA",95470,9709,"MENDOCINO"
"CA-W-2667","THE JOHNSON COMPANY","GOOSE & TOAD WINERY","3700 A RD","REDWOOD VALLEY","CA",95470,6173,"MENDOCINO"
"CA-W-3477","WILLIAM MARION NEESE & WILLIAM EDWARD NEESE","NEESE VINEYARDS","401 E SCHOOL WAY","REDWOOD VALLEY","CA",95470,6317,"MENDOCINO"
"CA-W-2216","BETTY A. FOSTER","ELIZABETH VINEYARDS","8591 COLONY DR","REDWOOD VALLEY","CA",95470,9781,"MENDOCINO"
"CA-W-20211","THE BRIGITTE SEEBASS TRUST"," ","3300 OLD RIVER ROAD RD","TALMAGE","CA",95481,0,"MENDOCINO"
"CA-W-17310","YANYI SUN","BENISON WINERY","2350 MCNAB RANCH RD","UKIAH","CA",95482,9350,"MENDOCINO"
"CA-W-16919","AEROVIN, LLC","REGENCY WINE GROUP","2350 MCNAB RANCH RD","UKIAH","CA",95482,9350,"MENDOCINO"
"CA-W-2402","W. G. BEST WEINKELLEREI, INC.","MONTESQUIEU","2350 MCNAB RANCH RD","UKIAH","CA",95482,9350,"MENDOCINO"
"CA-W-16466","M. DRAXTON, INC.","DRAXTON WINES","2350 MCNAB RANCH RD","UKIAH","CA",95482,9350,"MENDOCINO"
"CA-W-2454","MENDOCINO CELLARS LLC","MCDOWELL VALLEY VINEYARDS","2350 MCNAB RANCH RD","UKIAH","CA",95482,9350,"MENDOCINO"
"CA-W-2729","MCNAB RIDGE WINERY, LLC","MCNAB RIDGE WINERY","2350 MCNAB RANCH RD","UKIAH","CA",95482,9350,"MENDOCINO"
"CA-W-2928","NAMDAR & SON, INC.","NAMDAR & SON","2350 MCNAB RANCH RD","UKIAH","CA",95482,9350,"MENDOCINO"
"CA-W-16098","YOKAYO WINE COMPANY, INC.","YOKAYO WINE COMPANY","301 W LAKE MENDOCINO DR","UKIAH","CA",95482,3007,"MENDOCINO"
"CA-W-15740","LUSCIOUS WINES, LLC"," ","2350 MCNAB RANCH RD","UKIAH","CA",95482,0,"MENDOCINO"
"CA-W-17514","ROGER B. LOUER","LOUER FAMILY WINES","2350 MCNAB RANCH RD","UKIAH","CA",95482,0,"MENDOCINO"
"CA-W-17458","GOLDEN CELLARS LLC","GOLDEN CELLARS","501 PARDUCCI RD","UKIAH","CA",95482,3015,"MENDOCINO"
"CA-W-3435","BAILEY J. LOVIN & CATHERINE A. PETTRONE","PETTRONE FAMILY CELLAR","4540 BURKE HILL RD","UKIAH","CA",95482,8831,"MENDOCINO"
"CA-W-1041","RUSSELL M. AND ANN C. NYBORG","WHALER VINEYARDS","6201 OLD RIVER RD","UKIAH","CA",95482,0,"MENDOCINO"
"CA-W-2710","MICHAEL MERCIER WINERY, LTD","MICHAEL MERCIER WINERY","4921 OLD RIVER RD","UKIAH","CA",95482,9622,"MENDOCINO"
"CA-W-2348","CONSTELLATION WINES U.S., INC."," ","2399 N STATE ST","UKIAH","CA",95482,3129,"MENDOCINO"
"CA-W-17124","TESTA VINEYARDS, LLC","TESTA VINEYARDS","6400 N STATE ST","UKIAH","CA",95482,0,"MENDOCINO"
"CA-W-16394","PINK SANDS, INC.","RIVINO WINERY","4101 COX-SCHRADER RD","UKIAH","CA",95482,8840,"MENDOCINO"
"CA-W-15927","SLJ GROUP, INC.","LIONSTONE INTERNATIONAL","2350 MCNAB RANCH","UKIAH","CA",95482,0,"MENDOCINO"
"CA-W-17128","LULA CELLARS, LLC","LULA CELLARS","2350 MCNAB RIDGE RD","UKIAH","CA",95482,0,"MENDOCINO"
"CA-W-1981","HUSCH VINEYARDS, INC."," ","6800 OLD RIVER RD","UKIAH","CA",95482,0,"MENDOCINO"
"CA-W-16948","CHRISTINE LOUISE MAINE, BRENDA JEAN SIMON AND VICTOR MARTINEZ SIMON","SIMAINE CELLARS","3001 S STATE ST","UKIAH","CA",95482,6948,"MENDOCINO"
"CA-W-3172","JOHN V. CHIARITO","CHIARITO VINEYARD","2651 MILL CREEK RD","UKIAH","CA",95482,6190,"MENDOCINO"
"CA-W-15116","MENDOCINO WINE GROUP, LLC","MENDOCINO WINE GROUP","501 PARDUCCI RD","UKIAH","CA",95482,3015,"MENDOCINO"
"CA-W-2901","THOMA FAMILY VINEYARDS, LLC"," ","501 PARDUCCI RD","UKIAH","CA",95482,3015,"MENDOCINO"
"CA-W-17304","TRE BELLI LLC","TRE BELLI","501 PARDUCCI RD","UKIAH","CA",95482,3015,"MENDOCINO"
"CA-W-2732","MERLO RANCH, L.P.","LAGO DI MERLO","2350 MCNAB RANCH RD","UKIAH","CA",95482,0,"MENDOCINO"
"CA-W-3460","NELSON AND SONS, INC.","NELSON FAMILY VINEYARDS","550 NELSON RANCH RD","UKIAH","CA",95482,9316,"MENDOCINO"
"CA-W-3595","MENDOCINO BREWING CO., INC.","CALIFORNIA CIDER COMPANY","1601 AIRPORT RD","UKIAH","CA",95482,6456,"MENDOCINO"
"CA-W-15863","CALISTOGA PARTNERS, L.P. CARDINAL VINEYARDS, LLC AND LOUER PARTNERS, LLC, G.P."," ","2350 MCNAB RANCH RD","UKIAH","CA",95482,9350,"MENDOCINO"
"CA-W-2677","MEYER FAMILY PORT, LLC","MEYER FAMILY CELLARS","19750 HIGHWAY 128","YORKVILLE","CA",95494,9204,"MENDOCINO"
"CA-W-3316","HOLLIS RAE HARMAN & ERIC BERNARD LEVIN","LE VIN WINERY & VINEYARDS","33151 HIGHWAY 128","YORKVILLE","CA",95494,0,"MENDOCINO"
"CA-W-15158","MEYER CELLARS, LLC","MEYER CELLARS","19750 HIGHWAY 128","YORKVILLE","CA",95494,9204,"MENDOCINO"
"CA-W-2979","MAPLE CREEK WINERY, LLC","MAPLE CREEK WINERY","20799 HIGHWAY 128","YORKVILLE","CA",95494,9201,"MENDOCINO"
"CA-W-15302","MARIETTA CELLARS, INC."," ","30010 HIGHWAY 128","YORKVILLE","CA",95494,0,"MENDOCINO"
"CA-W-565","E. & J. GALLO WINERY","LERAXA WINERY","18000 RIVER RD","LIVINGSTON","CA",95334,9516,"MERCED"
"CA-W-15167","BLAIR & TONETTA GLADWIN","PASSION FRUIT FARMS","6493 E OLIVE AVE","MERCED","CA",95340,9495,"MERCED"
"CA-W-15858","ARLAN THOMAS"," ",,"MERCED","CA",95340,0,"MERCED"
"CA-W-3641","JOANNE K. STRINGER & JOHN J. STRINGER","STRINGER'S ORCHARD","3/4 MILE SOUTH OF OREGON BORDER EAST SIDE OF HWY 395","DAVIS CREEK","CA",96108,0,"MODOC"
"CA-W-3398","MINTON & MANISSE NEWELL TRUSTEE NEWELL FAMILY TRT (COMMENTS)","NEWELL VINEYARDS","51210 BRADLEY-LOCKWOOD RD","BRADLEY","CA",93426,0,"MONTEREY"
"CA-W-16242","KENNETH DUANE WOLGAMOTT & BRENDA ANNE WOLGAMOTT","BLACK DIAMOND CELLARS","51210 BRADLEY-LOCKWOOD RD","BRADLEY","CA",93426,0,"MONTEREY"
"CA-W-1127","GREAT AMERICAN WINERIES, INC.","CHATEAU JULIEN","8940 CARMEL VALLEY RD","CARMEL","CA",93923,9577,"MONTEREY"
"CA-W-17292","HOLMAN RANCH, LLC","HOLMAN RANCH","18181 CACHAGUA RD","CARMEL VALLEY","CA",93924,9313,"MONTEREY"
"CA-W-16556","RAYMOND V. SMITH","INDIGENE CELLARS","18181 CACHAGUA RD","CARMEL VALLEY","CA",93924,9313,"MONTEREY"
"CA-W-2974","BERNARDUS, LLC","BERNARDUS WINERY","21810 PARROTT RANCH RD","CARMEL VALLEY","CA",93924,9336,"MONTEREY"
"CA-W-3264","ALHONA VINEYARDS LLC","ALHONA VINEYARDS","19356 CACHAGUA RD","CARMEL VALLEY","CA",93924,9002,"MONTEREY"
"CA-W-1601","WALTER N. GEORIS","GEORIS WINERY","18201 CACHAGUA RD","CARMEL VALLEY","CA",93924,9383,"MONTEREY"
"CA-W-1775","JOULLIAN VINEYARDS A LIMITED PARTNERSHIP, JOULLIAN VINEYARDS LTD., GP","JOULLIAN VINEYARDS","20300 CACHAGUA RD","CARMEL VALLEY","CA",93924,9372,"MONTEREY"
"CA-W-2049","GALANTE FAMILY WINERY, INC."," ","18181 CACHAGUA RD","CARMEL VALLEY","CA",93924,9313,"MONTEREY"
"CA-W-16770","PRIVATE CAPITAL STRATEGIES, INC.","SECRET GARDEN CELLARS","26365 JEANETTE RD","CARMEL VALLEY","CA",93924,9228,"MONTEREY"
"CA-W-17011","CARACCIOLI CELLARS, INC.","CARACCIOLI CELLARS","18181 CACHAGUA RD","CARMEL VALLEY","CA",93924,0,"MONTEREY"
"CA-W-3070","WILLIAM J. AND JANA G. SAUNDERS","BOETE WINERY","67 E CARMEL VALLEY RD","CARMEL VALLEY","CA",93924,9652,"MONTEREY"
"CA-W-15796","RANCHO SIN FRENOS, LLC","RANCHO SIN FRENOS","33757 CARMEL VALLEY RD","CARMEL VALLEY","CA",93924,9303,"MONTEREY"
"CA-W-15784","SALVATORE F. ROMBI","SALVATORE ROMBI WINERY","26 TRAMPA CANYON","CARMEL VALLEY","CA",93924,9343,"MONTEREY"
"CA-W-3626","CMR, LLC","CMR WINERY","37509 TASSAJARA RD","CARMEL VALLEY","CA",93924,9027,"MONTEREY"
"CA-W-3067","LYNN J. SAKASEGAWA & PAUL J. STOKES","CARMEL HILLS WINERY","11700 CAMINO ESCONDIDO","CARMEL VALLEY","CA",93924,9242,"MONTEREY"
"CA-W-1988","HELLER ESTATES, INC."," ","18820 CACHAGUA RD","CARMEL VALLEY","CA",93924,9393,"MONTEREY"
"CA-W-2950","WILLIAM K. PARSONS & MARY ELLEN PARSONS","PARSONAGE CELLARS","74 E CARMEL VALLEY RD","CARMEL VALLEY","CA",93924,9652,"MONTEREY"
"CA-W-15385","JOSEPH & BETTE KOVACS","SZALAY","36023 CACHAGUA RD","CARMEL VALLEY","CA",93924,9481,"MONTEREY"
"CA-W-15514","CONSTELLATION WINES U.S., INC."," ","800 S ALTA ST","GONZALES","CA",93926,9501,"MONTEREY"
"CA-W-15692","RAY E. FRANSCIONI","RAY FRANSCIONI WINES","32720 RIVER RD","GONZALES","CA",93926,0,"MONTEREY"
"CA-W-15969","WENTE BROS."," ","37995 W ELM AVE","GREENFIELD","CA",93927,9710,"MONTEREY"
"CA-W-16188","MESA DEL SOL WINE CELLAR, INC.","MESA DEL SOL VINEYARDS","45803 ARROYO SECO RD","GREENFIELD","CA",93927,9730,"MONTEREY"
"CA-W-2179","RICHARD BOYER WINES, INC.","RICHARD BOYER WINES","40155 WALNUT AVE","GREENFIELD","CA",93927,4214,"MONTEREY"
"CA-W-15319","SCHEID VINEYARDS CALIFORNIA INC","SCHEID WINERY","1972 HOBSON AVE","GREENFIELD","CA",93927,9605,"MONTEREY"
"CA-W-16936","ROBERT & BARBARA MADSEN","SYCAMORE CELLARS","45185 ARROYO SECO RD","GREENFIELD","CA",93927,9762,"MONTEREY"
"CA-W-15497","DAN H. & KATHLEEN L. KARLSEN","CHOCK ROCK VINEYARD","42875 E CARMEL VALLEY RD","GREENFIELD","CA",93927,9745,"MONTEREY"
"CA-W-17314","J LOHR WINERY CORPORATION","J. LOHR WINERY","1972 HOBSON AVE","GREENFIELD","CA",93927,9605,"MONTEREY"
"CA-W-1924","DELICATO VINEYARDS","DELICATO MONTEREY","51955 OASIS RD","KING CITY","CA",93930,0,"MONTEREY"
"CA-W-17379","INDIGO WINE COMPANY, INC.","LAUMANN FAMILY ESTATE WINES","1010 INDUSTRAIL WAY","KING CITY","CA",93930,2506,"MONTEREY"
"CA-W-16754","STUDER ENTERPRISES, INC."," ","1010 INDUSTRIAL WAY","KING CITY","CA",93930,0,"MONTEREY"
"CA-W-17498","J. A. SILVA"," ","1010 INDUSTRIAL WAY","KING CITY","CA",93930,2506,"MONTEREY"
"CA-W-17207","PLATA WINE PARTNERS, LLC","PLATA WINE PARTNERS","1010 INDUSTRAIL WAY","KING CITY","CA",93930,2506,"MONTEREY"
"CA-W-17594","BNA WINE GROUP, LLC","BNA WINE GROUP","1010 INDUSTRAIL WAY","KING CITY","CA",93930,2506,"MONTEREY"
"CA-W-16606","1-800-WINESHOP.COM, INC.","1-800-WINESHOP","1010 INDUSTRIAL WAY","KING CITY","CA",93930,2506,"MONTEREY"
"CA-W-16892","FILINI WINE COMPANY, LLC","FILINI WINE GROWERS","1010 INDUSTRIAL WAY","KING CITY","CA",93930,2506,"MONTEREY"
"CA-W-3222","MONTEREY WINE COMPANY, LLC"," ","1010 INDUSTRIAL WAY","KING CITY","CA",93930,2506,"MONTEREY"
"CA-W-15383","KENNETH FREDERICK JONES","VOLO DEL CORVO WINERY","65401 CROSS RD","LOCKWOOD","CA",93932,0,"MONTEREY"
"CA-W-15800","DALE G. AND MARGARET S. DEAN","MARGARET'S VINEYARD WINERY","51500 BRADLEY LOCKWOOD RD","LOCKWOOD","CA",93932,0,"MONTEREY"
"CA-W-15243","FIGGE CELLARS, LLC"," ","3348 PAUL DAVIS DR","MARINA","CA",93933,2258,"MONTEREY"
"CA-W-15223","CIMA COLLINA WINERY LLC","CIMA COLLINA","3344 PAUL DAVIS DR","MARINA","CA",93933,2261,"MONTEREY"
"CA-W-3425","JOEL B. BURNSTEIN AND MARILYN R. REMARK","BURNSTEIN REMARK WINERY","645 RIVER RD","SALINAS","CA",93908,9633,"MONTEREY"
"CA-W-2228","FRANK C. JOYCE","JOYCE VINEYARD","1354 DAYTON ST","SALINAS","CA",93901,4426,"MONTEREY"
"CA-W-3358","PAVONA WINES, INC.","PAVONA WINES","1645 RIVER RD","SALINAS","CA",93908,8751,"MONTEREY"
"CA-W-16818","LUCIA HIGHLANDS VINEYARD, INC.","LUCIA HIGHLANDS VINEYARD","1645 RIVER RD","SALINAS","CA",93908,8751,"MONTEREY"
"CA-W-15263","PWG, LLC","PESSAGNO WINERY","1645 RIVER RD","SALINAS","CA",93908,8751,"MONTEREY"
"CA-W-15597","CARMEL MISSION WINERY, LLC","CARMENL MISSION WINERY","557B BRUNKEN AVE","SALINAS","CA",93901,4341,"MONTEREY"
"CA-W-16411","MER ET SOLEIL LLC","MER ET SOLEIL","1290 RIVER RD","SALINAS","CA",93908,0,"MONTEREY"
"CA-W-2905","DE TIERRA VINEYARD, LLC"," ","750 AIRPORT BLVD","SALINAS","CA",93901,4510,"MONTEREY"
"CA-W-16112","CONUNDRUM WINERY LLC","CONUNDRUM","1290 RIVER RD","SALINAS","CA",93908,8717,"MONTEREY"
"CA-W-3167","DE TIERRA VINEYARD, LLC"," ","503 CORRAL DE TIERRA RD","SALINAS","CA",93908,8950,"MONTEREY"
"CA-W-1766","ROBERT TALBOTT, INC.","ROBERT TALBOTT VINEYARDS & WINERY","1380 RIVER RD","SALINAS","CA",93908,0,"MONTEREY"
"CA-W-17027","JOHN & SUSAN'S WINERY, LLC","VINTNER'S CELLAR CUSTOM WINERY","238 MAIN ST","SALINAS","CA",93901,2704,"MONTEREY"
"CA-W-1744","MORGAN WINERY, INC."," ","526 BRUNKEN AVE","SALINAS","CA",93901,0,"MONTEREY"
"CA-W-17496","REGINALD HAMMOND","HAMMOND VINEYARDS","645 RIVER RD","SALINAS","CA",93908,9633,"MONTEREY"
"CA-W-1490","LOCKWOOD PARTNERS, L.P. (MONTEREY WINERY, G.P.)","LOCKWOOD VINEYARD","59020 PARIS VALLEY RD","SAN LUCAS","CA",93954,0,"MONTEREY"
"CA-W-3620","GARY ALAN SINNET","CHATEAU SINNET","1182 BROADWAY AVE","SEASIDE","CA",93955,0,"MONTEREY"
"CA-W-3556","SHEPPARD WINES, LLC"," ","38060 PARAISO SPRINGS RD","SOLEDAD","CA",93960,0,"MONTEREY"
"CA-W-15826","VENTANA VINTNERS, LLC","VENTANA VINEYARDS","38740 LOS COCHES RD","SOLEDAD","CA",93960,0,"MONTEREY"
"CA-W-1716","RICHARD & CLAUDIA SMITH TRUSTEE OF THE RICHARD R. SMITH FAMILY TRUST","PARAISO SPRINGS VINEYARDS","38060 PARAISO SPRINGS RD","SOLEDAD","CA",93960,9517,"MONTEREY"
"CA-W-2131","FRANCISCAN VINEYARDS, INC.","ESTANCIA ESTATES","980 BRYANT CANYON","SOLEDAD","CA",93960,0,"MONTEREY"
"CA-W-16261","BOEKENOOGEN WINERY, LLC","BOEKENOOGEN","33520 FAIRVIEW RD","SOLEDAD","CA",93960,0,"MONTEREY"
"CA-W-1516","SMITH & HOOK WINERY"," ","37700 FOOTHILL RD","SOLEDAD","CA",93960,9620,"MONTEREY"
"CA-W-16596","MANZONI ESTATE VINEYARD LLC","MANZONI ESTATE VINEYARD","30981 RIVER RD","SOLEDAD","CA",93960,9691,"MONTEREY"
"CA-W-530","DIAGEO CHATEAU & ESTATE WINES COMPANY","CHALONE VINEYARD","32020 STONEWALL CANYON RD","SOLEDAD","CA",93960,0,"MONTEREY"
"CA-W-2353","GOLDEN STATE VINTNERS"," ","1777 METZ RD","SOLEDAD","CA",93960,2805,"MONTEREY"
"CA-W-2503","JOHN P. CLARK AND KELLEY B. CLARK","BROPHY CLARK CELLARS","1777 METZ RD","SOLEDAD","CA",93960,2805,"MONTEREY"
"CA-W-17223","CHUALAR CANYON WINERY LLC","CHUALAR CANYON WINERY","35801 FOOTHILL RD","SOLEDAD","CA",93960,1111,"MONTEREY"
"CA-W-17343","PIERCE RANCH VINEYARDS, LLC","PIERCE RANCH VINEYARDS","35801 FOOTHILL RD","SOLEDAD","CA",93960,9533,"MONTEREY"
"CA-W-2176","SAN SABA VINEYARDS, INC.","WRATH WINES","35801 FOOTHILL RD","SOLEDAD","CA",93960,9533,"MONTEREY"
"CA-W-15755","BLUE CELLARS, LLC","BLUE CELLARS","35801 FOOTHILL RD","SOLEDAD","CA",93960,9533,"MONTEREY"
"CA-W-2041","MONTEREY WINE AND PRODUCE CORPORATION","A TASTE OF MONTEREY","38060 PARAISO SPRINGS RD","SOLEDAD","CA",93960,9517,"MONTEREY"
"CA-W-2477","JACKSON FAMILY WINES, INC.","KENDALL-JACKSON .","37300 DOUD RD","SOLEDAD","CA",93960,0,"MONTEREY"
"CA-W-1388","VENTANA VINEYARDS WINERY, INC.","MEADOR ESTATE","38740 LOS COCHES RD",,,,,
"CA-W-15499","FOUR BEARS WINERY LLC","FOUR BEARS WINERY","205 JIM OSWALT WAY","AMERICAN CANYON","CA",94503,0,"NAPA"
"CA-W-16147","MAS WINE COMPANY LLC","MAS WINE CO.","205 JIM OSWALT WAY","AMERICAN CANYON","CA",94503,9695,"NAPA"
"CA-W-2748","GREENFIELD WINE COMPANY","CARTLIDGE & BROWNE WINERY","205 A JIM OSWALT WAY","AMERICAN CANYON","CA",94503,0,"NAPA"
"CA-W-16797","PURPLE WINE PRODUCTION COMPANY","SONOMA WINE COMPANY","205 JIM OSWALT WAY","AMERICAN CANYON","CA",94503,9624,"NAPA"
"CA-W-15170","HERON WINES, INC.","HERON WINES","205 A JIM OSWALT WAY","AMERICAN CANYON","CA",94503,0,"NAPA"
"CA-W-15861","PLATA WINE PARTNERS, LLC","PLATA WINE PARTNERS","250 A JIM OSWALT WAY","AMERICAN CANYON","CA",94503,0,"NAPA"
"CA-W-15798","DONALD D. BERDAHL II"," ","205 A JIM OSWALT WAY","AMERICAN CANYON","CA",94503,0,"NAPA"
"CA-W-15806","DEAN THOMAS HART","RIGART GARAGE WINERY","89 DONALDSON WAY","AMERICAN CANYON","CA",94503,4230,"NAPA"
"CA-W-3424","THE HESS COLLECTION WINERY"," ","1166 COMMERCE BLVD","AMERICAN CYN","CA",94503,0,"NAPA"
"CA-W-15080","ROBERT FOLEY, LLC","ROBERT FOLEY WINERY","1300 SUMMIT LAKE DR","ANGWIN","CA",94508,0,"NAPA"
"CA-W-16493","JACKSON FAMILY WINES, INC.","LA JOTA WINERY","1102 LAS POSADAS RD","ANGWIN","CA",94508,9607,"NAPA"
"CA-W-1159","DUNN VINEYARDS, LLC"," ","805 WHITE COTTAGE RD N","ANGWIN","CA",94508,9616,"NAPA"
"CA-W-2937","CHIARELLO FAMILY VINEYARDS, LLC","CHIARELLO FAMILY VINEYARDS","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,0,"NAPA"
"CA-W-16870","CAPTURE WINES LLC"," ","335 WEST LN","ANGWIN","CA",94508,9606,"NAPA"
"CA-W-16959","W. G. BEST WEINKELLEREI, INC","MONTESQUIEU WINERY","335 WEST LN","ANGWIN","CA",94508,9606,"NAPA"
"CA-W-16149","VILLA ENCINAL PARTNERS, L.P., AIRELL WINES, INC., GP, MOSWEN LLC, GP","CADE WINERY","360 HOWELL MOUNTAIN RD","ANGWIN","CA",94508,0,"NAPA"
"CA-W-16546","DUCKHORN WINE COMPANY"," ","3000 SUMMIT LAKE DR","ANGWIN","CA",94508,0,"NAPA"
"CA-W-17370","J. PETERSON FAMILY WINE COMPANY, LLC","SWITCHBACK RIDGE","1300 SUMMIT LAKE DR","ANGWIN","CA",94508,9774,"NAPA"
"CA-W-16041","FIVE VINES, LLC"," ","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,9778,"NAPA"
"CA-W-17560","MOUNT VEEDER SPRINGS, LLC","PULIDO WALKER CELLARS","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,9778,"NAPA"
"CA-W-16918","HARRIS ESTATE VINEYARDS & WINERY LLC","Harris Estate Vineyards & Winery","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,9778,"NAPA"
"CA-W-16756","SCHRADER CELLARS LLC","SCHRADER CELLARS","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,9778,"NAPA"
"CA-W-15906","GTS VINEYARDS LLC","GTS VINEYARDS","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,9778,"NAPA"
"CA-W-15943","HOWELL MOUNTAIN VINEYARD COMPANY, LLC","BRAVANTE VINEYARDS","330 STONERIDGE RD","ANGWIN","CA",94508,9635,"NAPA"
"CA-W-20342","SPENCE VINEYARDS LLC"," ","994 WHITE COTTAGE RD N","ANGWIN","CA",94508,9617,"NAPA"
"CA-W-3483","WILLIAM H. SMITH & JOAN A. SMITH","PIEDRA HILL VINEYARD","1181 LAS POSADAS RD","ANGWIN","CA",94508,9610,"NAPA"
"CA-W-2258","JONES FAMILY WINERY, LLC","JONES FAMILY WINERY","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,9778,"NAPA"
"CA-W-3523","OUTPOST WINES, LLC","OUTPOST WINES","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,9778,"NAPA"
"CA-W-3055","ROBERT CRAIG WINERY, LP, MES AMIS VINTNERS, GP"," ","2475 SUMMIT LAKE DR","ANGWIN","CA",94508,9782,"NAPA"
"CA-W-3084","DIAMOND TERRACE VINEYARDS, LLC","DIAMOND TERRACE","2075 SUMMIT LAKE DR","ANGWIN","CA",94508,0,"NAPA"
"CA-W-2843","LADERA WINERY, LLC","LADERA WINERY","150 WHITE COTTAGE RD S","ANGWIN","CA",94508,9615,"NAPA"
"CA-W-16564","WHITE COTTAGE RANCH, LLC","WHITE COTTAGE RANCH","555 COLLEGE AVE","ANGWIN","CA",94508,9728,"NAPA"
"CA-W-15351","ACKERMAN FAMILY VINEYARDS, LLC","ACKERMAN FAMILY","716 LIPARITA RD","ANGWIN","CA",94508,0,"NAPA"
"CA-W-17435","DOMAINE BEAU-SOLEIL, LLC","RARECAT WINES","335 WEST LANE","ANGWIN","CA",94508,9606,"NAPA"
"CA-W-2824","NEAL FAMILY VINEYARDS, LLC","NEAL FAMILY VINEYARDS","716 LIPARITA RD","ANGWIN","CA",94508,9605,"NAPA"
"CA-W-15389","JAMES KELLOGG WHEAT","29 SONGS","716 LIPARITA RD","ANGWIN","CA",94508,9605,"NAPA"
"CA-W-3085","O'SHAUGHNESSY DEL OSO LLC"," ","1150 FRIESEN DR","ANGWIN","CA",94508,0,"NAPA"
"CA-W-15578","SUMMIT LAKE VINEYARDS & WINERY, LLC","SUMMIT LAKE VINEYARDS","2000 SUMMIT LAKE DR","ANGWIN","CA",94508,9778,"NAPA"
"CA-W-2124","JERRE JAY SEARS & JOYCE DORIS SEARS"," ","2615 SUMMIT LAKE DR","ANGWIN","CA",94508,9788,"NAPA"
"CA-W-16913","LAIL VINEYARDS, LLC","LAIL VINEYARDS","335 WEST LN","ANGWIN","CA",94508,9606,"NAPA"
"CA-W-16476","ARKENSTONE VINEYARDS, LLC","ARKENSTONE VINEYARDS","335 WEST LN","ANGWIN","CA",94508,9606,"NAPA"
"CA-W-1124","RALPH E. WERMUTH","WERMUTH WINERY","3942 SILVERADO TRL","CALISTOGA","CA",94515,9611,"NAPA"
"CA-W-16516","BROOKS AND DOHERTY LLC"," ","1715 N OAK ST","CALISTOGA","CA",94515,1118,"NAPA"
"CA-W-15737","RISA WINES, LLC","TERISA","1618 CEDAR ST","CALISTOGA","CA",94515,1508,"NAPA"
"CA-W-16532","NILE B. ZACHERLE & WHITNEY B. FISHER","ZACHERLE","1501 CEDAR ST","CALISTOGA","CA",94515,1611,"NAPA"
"CA-W-16350","RIOS WINE COMPANY LLC","RIOS WINE COMPANY","3070 OLD LAWLEY TOLL RD","CALISTOGA","CA",94515,9728,"NAPA"
"CA-W-1927","OAT HILL CORPORATION","DUTCH HENRY WINERY","4300 SILVERADO TRL","CALISTOGA","CA",94515,9603,"NAPA"
"CA-W-17060","KENEFICK RANCHES WINERY, LLC","KENEFICK RANCH WINERY","4550 SILVERADO TRAIL N","CALISTOGA","CA",94515,9647,"NAPA"
